# v3.0 | 20260301 | BIM Template formulas_with_dependencies
Discipline,Parameter_Name,Data_Type,Revit_Formula,Description,Input_Parameters,Unit,Parameter_GUID,Parameter_Description,Dependency_Level,Uses_Builtin_Geometry,Builtin_Inputs
SUSTAINABILITY,PER_THERM_U_VALUE_W_M2K,NUMBER,1 / (0.13 + PER_THERM_R_VALUE_CALC_M2K_W + 0.04),"U-value: U = 1 / (Rsi + R + Rse), Rsi=0.13, Rse=0.04",PER_THERM_R_VALUE_CALC_M2K_W,W/m²K,48bf8e30-c748-5a32-86f6-402f30502fcb,Per Therm U Value W M2K [ISO 19650-1:2018],1,False,
SUSTAINABILITY,PER_THERM_U_VALUE_W_M2K_NR,NUMBER,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,U-value reference from wall calc,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,W/m²K,497231b8-269c-5d9b-ab0b-d4d2b40192d8,Per Therm U Value W M2k Nr [ISO 19650-1:2018],1,False,
ARCHITECTURAL,BLE_FINISH_ADHESIVE_WEIGHT_KG,NUMBER,BLE_FINISH_TILE_AREA_SQ_M * 5.5,Tile adhesive (5.5 kg/m²),BLE_FINISH_TILE_AREA_SQ_M,kg,04d8f64c-1464-5e76-a838-73b7d4aefa20,Ble Finish Adhesive Weight Kg [ISO 19650-1:2018],2,False,
ARCHITECTURAL,BLE_FINISH_GROUT_WEIGHT_KG,NUMBER,BLE_FINISH_TILE_AREA_SQ_M * 0.8,Grout (0.8 kg/m²),BLE_FINISH_TILE_AREA_SQ_M,kg,f98d9acc-a848-5b49-8621-e6ed638618ac,Ble Finish Grout Weight Kg [ISO 19650-1:2018],2,False,
ARCHITECTURAL,BLE_FINISH_TILE_QUANTITY_NR,NUMBER,BLE_FINISH_TILE_AREA_SQ_M * 1.1 / (Tile_Width * Tile_Height / 1000000),Tile count + 10% wastage,"BLE_FINISH_TILE_AREA_SQ_M, Tile_Width, Tile_Height",nr,c2802e8b-60cd-58d9-a1b5-6e92d1a61b33,Ble Finish Tile Quantity Nr [ISO 19650-1:2018],2,True,"Tile_Width, Tile_Height"
CONSTRUCTION,CST_CALC_ADHESIVE_KG,NUMBER,CST_CALC_TILE_M2 * 5.5,Tile adhesive (5.5 kg/m²),CST_CALC_TILE_M2,kg,6b26cd97-17ab-4225-860a-41b35d08e2fb,Calculated tile adhesive in kilograms [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_AGGREGATE_M3,VOLUME,CST_S_CON_AGGREGATE_VOLUME_CU_M * 1.05,Total aggregate + 5% additional buffer,CST_S_CON_AGGREGATE_VOLUME_CU_M,m³,a4e3d4b8-5844-43d9-bda6-a7c32fc037b3,Calculated aggregate volume in cubic meters [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_CONCRETE_M3,VOLUME,CST_S_CON_VOLUME_WASTAGE_CU_M + CST_S_EAR_BLINDING_VOLUME_CU_M,Total concrete (structural + blinding),"CST_S_CON_VOLUME_WASTAGE_CU_M, CST_S_EAR_BLINDING_VOLUME_CU_M",m³,37e3e205-e39e-4d43-bc4b-2ac9367f2540,Calculated concrete volume in cubic meters [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_GROUT_KG,NUMBER,CST_CALC_TILE_M2 * 0.8,"Grout (0.8 kg/m², 5mm joints)",CST_CALC_TILE_M2,kg,73dcb01b-c417-494b-94d6-a9c2ec185125,Calculated grout in kilograms [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_MORTAR_M3,VOLUME,CST_CALC_BLOCKS_NR * 0.0063,Mortar volume (0.0063 m³/block),CST_CALC_BLOCKS_NR,m³,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,Calculated mortar volume in cubic meters [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_PAINT_LITERS,NUMBER,BLE_FINISH_PAINT_VOLUME_L,Total paint volume (from finish calc),BLE_FINISH_PAINT_VOLUME_L,L,6e6995ef-b24f-4922-bce5-87598141e3ab,Calculated paint in liters [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_CALC_PLASTER_M3,VOLUME,BLE_FINISH_PLASTER_AREA_SQ_M * 0.015 * 1.25,Plaster (15mm + 25% wastage),BLE_FINISH_PLASTER_AREA_SQ_M,m³,cc247d49-6c49-486d-ad77-ef0a182d658d,Calculated plaster volume in cubic meters [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_S_CON_WTR_VOLUME_L,VOLUME,CST_S_CON_CEMENT_BAGS_NR * 25,Water for concrete (25L/50kg bag),CST_S_CON_CEMENT_BAGS_NR,L,34bb9b34-2130-5d44-b3b3-20c9e6364019,Cst S Con Wtr Volume L [ISO 19650-2:2018],2,False,
CONSTRUCTION,CST_S_EAR_BACKFILL_VOLUME_CU_M,VOLUME,CST_S_EAR_EXCAVATION_VOLUME_CU_M - CST_S_CON_VOLUME_CU_M,Backfill = excavation - concrete poured,"CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_CON_VOLUME_CU_M",m³,2e672c97-62a3-5b6d-aa21-7fb9a6b8ffc1,Cst S Ear Backfill Volume Cu M [ISO 19650-2:2018],2,False,
CONSTRUCTION,CST_S_EAR_DISPOSAL_VOLUME_CU_M,VOLUME,CST_S_EAR_EXCAVATION_VOLUME_CU_M * 0.25,Excess spoil disposal (25% swell factor),CST_S_EAR_EXCAVATION_VOLUME_CU_M,m³,f6a7b8c9-d0e1-2345-fabc-6789012345f6,Excavation disposal volume in cubic meters [ISO 19650-2:2018],2,False,
CONSTRUCTION,CST_S_MAS_CEMENT_BAGS_NR,NUMBER,CST_S_MAS_MORTAR_VOLUME_CU_M * 6 * 1440 / 50,Cement bags for masonry mortar (1:6 mix),CST_S_MAS_MORTAR_VOLUME_CU_M,bags,64a7b021-378e-5b41-9cd8-46e3f9bf9849,Cst S Mas Cement Bags Nr [ISO 19650-2:2018],2,False,
CONSTRUCTION,CST_S_MAS_SAND_VOLUME_CU_M,VOLUME,CST_S_MAS_MORTAR_VOLUME_CU_M * 0.88 * 1.2,Sand for masonry mortar + 20% bulking,CST_S_MAS_MORTAR_VOLUME_CU_M,m³,02663996-87e7-56b1-8abf-2e9bc32d777b,Cst S Mas Sand Volume Cu M [ISO 19650-2:2018],2,False,
COSTING,CST_S_CON_CST_TOTAL_UGX_NR,CURRENCY,(CST_S_CON_CEMENT_BAGS_NR * 35000) + (CST_S_CON_SAND_VOLUME_CU_M * 80000) + (CST_S_CON_AGGREGATE_VOLUME_CU_M * 100000),Concrete material total cost,"CST_S_CON_CEMENT_BAGS_NR, CST_S_CON_SAND_VOLUME_CU_M, CST_S_CON_AGGREGATE_VOLUME_CU_M",UGX,79396c2b-e76e-526c-83fe-470fe44b5f36,Cst S Con Cst Total Ugx Nr [ISO 19650-2:2018],2,False,
COSTING,CST_S_REI_CST_TOTAL_UGX_NR,CURRENCY,CST_S_REI_WEIGHT_WASTAGE_KG * 4500,Total reinforcement cost (4500 UGX/kg),CST_S_REI_WEIGHT_WASTAGE_KG,UGX,9e2f1ae1-f93d-5212-8baa-c24ebc1af700,Cst S Rei Cst Total Ugx Nr [ISO 19650-2:2018],2,False,
COSTING,CST_TOTAL_BLOCKS_COST,CURRENCY,CST_CALC_BLOCKS_NR * CST_UNIT_PRICE_BLOCK_UGX,Total blocks cost,"CST_CALC_BLOCKS_NR, CST_UNIT_PRICE_BLOCK_UGX",UGX,08cf6090-f96e-4de2-9110-39e9c5895b55,Total blocks cost in UGX [ISO 19650-3:2020],2,False,
COSTING,CST_TOTAL_ROOFING_COST,CURRENCY,(CST_CALC_SHEETS_NR * CST_UNIT_PRICE_SHEET_UGX) + (CST_CALC_PURLINS_M * 15000) + (CST_CALC_FASTENERS_NR * CST_UNIT_PRICE_FASTENER_UGX),Total roofing cost (sheets + purlins + fasteners),"CST_CALC_SHEETS_NR, CST_CALC_PURLINS_M, CST_CALC_FASTENERS_NR",UGX,a0302da9-fe50-4b97-a199-21fc7b12defe,Total roofing cost in UGX [ISO 19650-3:2020],2,False,
COSTING,CST_TOTAL_STEEL_COST,CURRENCY,CST_S_REI_WEIGHT_WASTAGE_KG * CST_UNIT_PRICE_STEEL_UGX,Total steel cost,"CST_S_REI_WEIGHT_WASTAGE_KG, CST_UNIT_PRICE_STEEL_UGX",UGX,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,Total steel cost in UGX [ISO 19650-3:2020],2,False,
COSTING,CST_TOTAL_TILE_COST,CURRENCY,CST_CALC_TILE_M2 * CST_UNIT_PRICE_TILE_UGX,Total tile cost,"CST_CALC_TILE_M2, CST_UNIT_PRICE_TILE_UGX",UGX,b606df15-39b5-4d06-a337-23b0a94506f9,Total tiles cost in UGX [ISO 19650-3:2020],2,False,
ELECTRICAL,ELC_VLT_DROP_PCT,NUMBER,(2 * ELC_CKT_LENGTH_M * ELC_CKT_CUR_A * 0.0175) / (ELC_CBL_COND_SZ_SQ_MM * ELC_CKT_VLT_V) * 100,Voltage drop % = 2×L×I×ρ/(A×V)×100,"ELC_CKT_LENGTH_M, ELC_CKT_CUR_A, ELC_CBL_COND_SZ_SQ_MM, ELC_CKT_VLT_V",%,cf27a6c4-4056-543b-876f-ca8747265b83,Elc Vlt Drop Pct [ISO 19650-1:2018],2,False,
FIRE,FLS_SFTY_TANK_VOLUME_L,NUMBER,FLS_SFTY_DEMAND_LPS * FLS_SFTY_DURATION_MIN * 60,Tank volume: V = Q × t × 60,"FLS_SFTY_DEMAND_LPS, FLS_SFTY_DURATION_MIN",L,1b9ff6eb-6e71-55c8-994e-eceea2af6faf,Fls Sfty Tank Volume L [ISO 19650-1:2018],2,False,
FIRE,FLS_SUPPRESSION_PIPE_LENGTH_M,LENGTH,ASS_ROOM_AREA_SQ_M ^ 0.5 * FLS_SPRINKLER_COUNT_NR * 0.8,Estimated suppression pipe run,"ASS_ROOM_AREA_SQ_M, FLS_SPRINKLER_COUNT_NR",m,05e317b9-b680-52f3-8d1e-9ca5e503272f,Fls Suppression Pipe Length M [ISO 19650-1:2018],2,False,
FIRE,FLS_TOTAL_DEMAND_LPM,NUMBER,FLS_SPRINKLER_COUNT_NR * FLS_SFTY_FLW_RATE_LPM_NR * 0.25,System demand (25% simultaneous discharge),"FLS_SPRINKLER_COUNT_NR, FLS_SFTY_FLW_RATE_LPM_NR",L/min,577f7ff9-1bd0-50e5-b2b1-53bae6686935,Fls Total Demand Lpm [ISO 19650-1:2018],2,False,
HVAC,HVC_AIR_CHANGES_PER_HR,NUMBER,HVC_DUCT_FLOWRATE_M3H / ASS_ROOM_VOLUME_CU_M,Air change rate = supply flow / room volume,"HVC_DUCT_FLOWRATE_M3H, ASS_ROOM_VOLUME_CU_M",ACH,600a0098-2b53-5ea4-8d48-5322b4dfb74c,Hvc Air Changes Per Hr [ISO 19650-1:2018],2,False,
HVAC,HVC_DCT_FLW_CFM,NUMBER,HVC_DUCT_FLOWRATE_M3H * 0.5886,Airflow conversion m³/h → CFM,HVC_DUCT_FLOWRATE_M3H,CFM,39e255ff-7a42-5d4f-954c-960347ab434e,Hvc Dct Flw Cfm [ISO 19650-1:2018],2,False,
HVAC,HVC_DCT_SOUNDLVL_DB,NUMBER,45 + (10 * log(HVC_DUCT_FLOWRATE_M3H / 100)),Approximate duct sound level from flow rate,HVC_DUCT_FLOWRATE_M3H,dB(A),29b9c2e5-ef3d-5330-91fd-c4f2cd8ec648,Hvc Dct Soundlvl Db [ISO 19650-1:2018],2,False,
PLUMBING,PLM_DRN_FILL_RATIO_NR,NUMBER,PLM_DRN_FLW_RATE_LPS / PLM_PPE_FLW_LPS,Hydraulic fill ratio (actual/full bore),"PLM_DRN_FLW_RATE_LPS, PLM_PPE_FLW_LPS",—,45309df1-66c8-5d0d-910b-23fd16e2c7a7,Plm Drn Fill Ratio Nr [ISO 19650-1:2018],2,False,
SUSTAINABILITY,CST_ENERGY_ANNUAL_UGX_NUM_NR,CURRENCY,ELC_ENERGY_COST_UGX_PA,Annual energy cost (from electrical calc),ELC_ENERGY_COST_UGX_PA,UGX/yr,18b42e2d-7570-5ece-b334-f68dec24c7a4,Cst Energy Annual Ugx Num Nr [ISO 19650-2:2018],2,False,
SUSTAINABILITY,PER_SUST_CARBON_FOOTPRINT_KG,NUMBER,(CST_S_CON_VOLUME_CU_M * 350) + (CST_S_REI_WEIGHT_KG * 1.77) + (CST_CALC_BLOCKS_NR * 0.09),Embodied carbon (concrete 350 + steel 1.77 + blocks 0.09 kgCO₂),"CST_S_CON_VOLUME_CU_M, CST_S_REI_WEIGHT_KG, CST_CALC_BLOCKS_NR",kgCO₂e,37bfc1c7-70c9-56b1-8265-418575307a88,Per Sust Carbon Footprint Kg [ISO 19650-1:2018],2,False,
SUSTAINABILITY,PER_THERM_HEAT_LOSS_W,NUMBER,PER_THERM_U_VALUE_W_M2K * BLE_ELE_AREA_SQ_M * PER_THERM_DELTA_T_K,Fabric heat loss: Q = U × A × ΔT,"PER_THERM_U_VALUE_W_M2K, BLE_ELE_AREA_SQ_M, PER_THERM_DELTA_T_K",W,a7ede437-6bdb-57a1-8764-cdc390bb4ff6,Per Therm Heat Loss W [ISO 19650-1:2018],2,False,
CONSTRUCTION,CST_CALC_CEMENT_BAGS_NR,NUMBER,CST_S_CON_CEMENT_BAGS_NR + CST_S_MAS_CEMENT_BAGS_NR,Total cement bags (concrete + masonry),"CST_S_CON_CEMENT_BAGS_NR, CST_S_MAS_CEMENT_BAGS_NR",bags,2c573ecc-95f1-4c20-bf30-3ae228a346c3,Calculated cement bags (50kg) [ISO 19650-3:2020],3,False,
CONSTRUCTION,CST_CALC_CEMENT_PLASTER_BAGS,CURRENCY,CST_CALC_PLASTER_M3 * 6.5,Cement bags for plaster (1:4 mix),CST_CALC_PLASTER_M3,bags,349aa1b3-c19c-4ee1-9d55-cf612f25c382,Calculated cement bags for plaster (50kg) [ISO 19650-3:2020],3,False,
CONSTRUCTION,CST_CALC_SAND_M3,VOLUME,CST_S_CON_SAND_VOLUME_CU_M + CST_S_MAS_SAND_VOLUME_CU_M,Total sand (concrete + masonry),"CST_S_CON_SAND_VOLUME_CU_M, CST_S_MAS_SAND_VOLUME_CU_M",m³,97c8b96c-3b7f-478a-8293-8b1b83083b27,Calculated sand volume in cubic meters [ISO 19650-3:2020],3,False,
CONSTRUCTION,CST_CALC_SAND_PLASTER_M3,VOLUME,CST_CALC_PLASTER_M3 * 0.88 * 1.1,Sand for plaster + 10% wastage,CST_CALC_PLASTER_M3,m³,eeffb276-c8ea-45f3-8a0c-c8a624119b61,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],3,False,
CONSTRUCTION,CST_CALC_WATER_M3,VOLUME,CST_S_CON_WTR_VOLUME_L / 1000,Total water for concrete (m³),CST_S_CON_WTR_VOLUME_L,m³,1f0694e8-cc08-4ed6-9d86-660ef5c7f828,Calculated water volume in cubic meters [ISO 19650-3:2020],3,False,
COSTING,CST_S_EAR_CST_TOTAL_UGX_NR,CURRENCY,(CST_S_EAR_EXCAVATION_VOLUME_CU_M * 45000) + (CST_S_EAR_DISPOSAL_VOLUME_CU_M * 30000) + (CST_S_EAR_BLINDING_VOLUME_CU_M * 350000),Earthworks total (excavation + disposal + blinding),"CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_EAR_DISPOSAL_VOLUME_CU_M, CST_S_EAR_BLINDING_VOLUME_CU_M",UGX,b8c9d0e1-f2a3-4567-bcde-8901234567b8,Earthworks total cost in UGX [ISO 19650-2:2018],3,False,
COSTING,CST_TOTAL_ADHESIVE_COST,CURRENCY,CST_CALC_ADHESIVE_KG * CST_UNIT_PRICE_ADHESIVE_UGX,Total adhesive cost,"CST_CALC_ADHESIVE_KG, CST_UNIT_PRICE_ADHESIVE_UGX",UGX,762b6565-b7ec-4c8a-b24d-5b6015c43f55,Total adhesive cost in UGX [ISO 19650-3:2020],3,False,
COSTING,CST_TOTAL_AGGREGATE_COST,CURRENCY,CST_CALC_AGGREGATE_M3 * CST_UNIT_PRICE_AGGREGATE_UGX,Total aggregate cost,"CST_CALC_AGGREGATE_M3, CST_UNIT_PRICE_AGGREGATE_UGX",UGX,0183f5ef-7092-42a6-aa12-99ec5f1ae02b,Total aggregate cost in UGX [ISO 19650-3:2020],3,False,
COSTING,CST_TOTAL_GROUT_COST,CURRENCY,CST_CALC_GROUT_KG * CST_UNIT_PRICE_GROUT_UGX,Total grout cost,"CST_CALC_GROUT_KG, CST_UNIT_PRICE_GROUT_UGX",UGX,e1a654de-7c4a-4504-ae1b-b1c3b12e3eb6,Total grout cost in UGX [ISO 19650-3:2020],3,False,
COSTING,CST_TOTAL_PAINT_COST,CURRENCY,CST_CALC_PAINT_LITERS * CST_UNIT_PRICE_PAINT_UGX,Total paint cost,"CST_CALC_PAINT_LITERS, CST_UNIT_PRICE_PAINT_UGX",UGX,48a80c72-a344-4f9f-9035-928e9f1ecae6,Total paint cost in UGX [ISO 19650-3:2020],3,False,
FIRE,FLS_SUPPRESSION_COST_UGX,CURRENCY,(FLS_SPRINKLER_COUNT_NR * 450000) + (FLS_SUPPRESSION_PIPE_LENGTH_M * 85000) + (FLS_ALARM_CIRCUIT_COUNT_NR * 1200000),Fire suppression estimate (heads + pipe + circuits),"FLS_SPRINKLER_COUNT_NR, FLS_SUPPRESSION_PIPE_LENGTH_M, FLS_ALARM_CIRCUIT_COUNT_NR",UGX,7e8886bc-8499-5083-8700-4b5362c46fe7,Fls Suppression Cost Ugx [ISO 19650-1:2018],3,False,
COSTING,CST_S_MAS_CST_TOTAL_UGX_NR,CURRENCY,(CST_CALC_BLOCKS_NR * 2500) + (CST_CALC_CEMENT_BAGS_NR * 35000) + (CST_CALC_SAND_M3 * 80000),Total masonry material cost,"CST_CALC_BLOCKS_NR, CST_CALC_CEMENT_BAGS_NR, CST_CALC_SAND_M3",UGX,4c6b61b2-f694-5681-8f87-20f1191c101e,Cst S Mas Cst Total Ugx Nr [ISO 19650-2:2018],4,False,
COSTING,CST_TOTAL_CEMENT_COST,CURRENCY,CST_CALC_CEMENT_BAGS_NR * CST_UNIT_PRICE_CEMENT_UGX,Total cement cost,"CST_CALC_CEMENT_BAGS_NR, CST_UNIT_PRICE_CEMENT_UGX",UGX,02a0dd0a-c229-4f80-9a34-6acb338ede14,Total cement cost in UGX [ISO 19650-3:2020],4,False,
COSTING,CST_TOTAL_PLASTER_COST,CURRENCY,(CST_CALC_CEMENT_PLASTER_BAGS * CST_UNIT_PRICE_CEMENT_UGX) + (CST_CALC_SAND_PLASTER_M3 * CST_UNIT_PRICE_SAND_UGX),Total plaster cost (cement + sand),"CST_CALC_CEMENT_PLASTER_BAGS, CST_CALC_SAND_PLASTER_M3",UGX,53630844-8d0e-405c-87ba-6b6aef5552c8,Total plaster cost in UGX [ISO 19650-3:2020],4,False,
COSTING,CST_TOTAL_SAND_COST,CURRENCY,CST_CALC_SAND_M3 * CST_UNIT_PRICE_SAND_UGX,Total sand cost,"CST_CALC_SAND_M3, CST_UNIT_PRICE_SAND_UGX",UGX,d090e92b-0946-4c30-a1cc-f03d1fd653c7,Total sand cost in UGX [ISO 19650-3:2020],4,False,
COSTING,CST_TOTAL_MATERIAL_COST,CURRENCY,CST_TOTAL_CEMENT_COST + CST_TOTAL_SAND_COST + CST_TOTAL_AGGREGATE_COST + CST_TOTAL_STEEL_COST + CST_TOTAL_BLOCKS_COST + CST_TOTAL_TILE_COST + CST_TOTAL_PAINT_COST + CST_TOTAL_PLASTER_COST + CST_TOTAL_ADHESIVE_COST + CST_TOTAL_GROUT_COST + CST_TOTAL_ROOFING_COST,Grand total material cost,"CST_TOTAL_ADHESIVE_COST, CST_TOTAL_AGGREGATE_COST, CST_TOTAL_BLOCKS_COST, CST_TOTAL_CEMENT_COST, CST_TOTAL_GROUT_COST, CST_TOTAL_PAINT_COST, CST_TOTAL_PLASTER_COST, CST_TOTAL_ROOFING_COST, CST_TOTAL_SAND_COST, CST_TOTAL_STEEL_COST, CST_TOTAL_TILE_COST",UGX,502fb8d7-f4ee-4711-8f35-b6d16917cc39,Total material cost in UGX [ISO 19650-3:2020],5,False,
COSTING,CST_PERCENTAGE_OF_TOTAL_PCT,NUMBER,(ASS_CST_TOTAL_UGX_NR / CST_TOTAL_MATERIAL_COST) * 100,Element cost as % of project total,"ASS_CST_TOTAL_UGX_NR, CST_TOTAL_MATERIAL_COST",%,e5f6a7b8-c9d0-1234-efab-5678901234e5,Percentage of total project cost [ISO 19650-3:2020],6,False,
ARCHITECTURAL,ARCH_TAG_7_PARA_WALL_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, (if(BLE_WALL_FUNCTION_TXT<>"""",BLE_WALL_FUNCTION_TXT,""This"") + "" wall is "" + if(BLE_WALL_THICKNESS_MM<>"""",BLE_WALL_THICKNESS_MM+""mm thick"",""of unspecified thickness"") + "", constructed by "" + if(BLE_WALL_CST_METHOD_TXT<>"""",BLE_WALL_CST_METHOD_TXT,""unspecified method"") + "". Primary material: "" + if(BLE_WALL_PRIMARY_WALL_MAT_TXT<>"""",BLE_WALL_PRIMARY_WALL_MAT_TXT,""TBC"") + "". Type: "" + if(BLE_WALL_TYPE_CLASSIFICATION_TXT<>"""",BLE_WALL_TYPE_CLASSIFICATION_TXT,""unclassified"") + ""."") + "" | "" + (""Thermal: U="" + if(PER_THERM_U_VALUE_W_M2K_NR<>"""",PER_THERM_U_VALUE_W_M2K_NR+""W/m²K"",""TBC"") + "", R="" + if(PER_THERM_R_VALUE_M2K_W<>"""",PER_THERM_R_VALUE_M2K_W+""m²K/W"",""TBC"") + "". Condensation: "" + if(PER_THERM_CONDENSATION_RISK_TXT<>"""",PER_THERM_CONDENSATION_RISK_TXT,""not assessed"") + "". STC: "" + if(BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR<>"""",BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,""TBC"") + "". FRR: "" + if(FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN<>"""",FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN+""min"",""N/A"") + ""."") + "" | "" + (""Recycled: "" + if(PER_SUST_RECYCLED_CONTENT_PCT<>"""",PER_SUST_RECYCLED_CONTENT_PCT+""%"",""N/A"") + "". Carbon: "" + if(PER_SUST_CARBON_FOOTPRINT_KG<>"""",PER_SUST_CARBON_FOOTPRINT_KG+""kgCO2e"",""N/A"") + "". Density: "" + if(PROP_DENSITY_KG_M3<>"""",PROP_DENSITY_KG_M3+""kg/m³"",""N/A"") + "". Finish int: "" + if(BLE_WALL_INTERIOR_FINISH_TXT<>"""",BLE_WALL_INTERIOR_FINISH_TXT,""TBC"") + "", ext: "" + if(BLE_WALL_EXTERIOR_FINISH_TXT<>"""",BLE_WALL_EXTERIOR_FINISH_TXT,""TBC"") + "". Moisture barrier: "" + if(BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT<>"""",BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,""TBC"") + "". Standard: "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""N/A"") + "".""), if(TAG_PARA_STATE_2_BOOL, (if(BLE_WALL_FUNCTION_TXT<>"""",BLE_WALL_FUNCTION_TXT,""This"") + "" wall is "" + if(BLE_WALL_THICKNESS_MM<>"""",BLE_WALL_THICKNESS_MM+""mm thick"",""of unspecified thickness"") + "", constructed by "" + if(BLE_WALL_CST_METHOD_TXT<>"""",BLE_WALL_CST_METHOD_TXT,""unspecified method"") + "". Primary material: "" + if(BLE_WALL_PRIMARY_WALL_MAT_TXT<>"""",BLE_WALL_PRIMARY_WALL_MAT_TXT,""TBC"") + "". Type: "" + if(BLE_WALL_TYPE_CLASSIFICATION_TXT<>"""",BLE_WALL_TYPE_CLASSIFICATION_TXT,""unclassified"") + ""."") + "" | "" + (""Thermal: U="" + if(PER_THERM_U_VALUE_W_M2K_NR<>"""",PER_THERM_U_VALUE_W_M2K_NR+""W/m²K"",""TBC"") + "", R="" + if(PER_THERM_R_VALUE_M2K_W<>"""",PER_THERM_R_VALUE_M2K_W+""m²K/W"",""TBC"") + "". Condensation: "" + if(PER_THERM_CONDENSATION_RISK_TXT<>"""",PER_THERM_CONDENSATION_RISK_TXT,""not assessed"") + "". STC: "" + if(BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR<>"""",BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,""TBC"") + "". FRR: "" + if(FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN<>"""",FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN+""min"",""N/A"") + "".""), (if(BLE_WALL_FUNCTION_TXT<>"""",BLE_WALL_FUNCTION_TXT,""This"") + "" wall is "" + if(BLE_WALL_THICKNESS_MM<>"""",BLE_WALL_THICKNESS_MM+""mm thick"",""of unspecified thickness"") + "", constructed by "" + if(BLE_WALL_CST_METHOD_TXT<>"""",BLE_WALL_CST_METHOD_TXT,""unspecified method"") + "". Primary material: "" + if(BLE_WALL_PRIMARY_WALL_MAT_TXT<>"""",BLE_WALL_PRIMARY_WALL_MAT_TXT,""TBC"") + "". Type: "" + if(BLE_WALL_TYPE_CLASSIFICATION_TXT<>"""",BLE_WALL_TYPE_CLASSIFICATION_TXT,""unclassified"") + "".""))) + if(TAG_WARN_VISIBLE_BOOL, PER_THERM_U_VALUE_W_M2K_NR > 0.70 → [!U > 0.70], """")","3-state paragraph for Walls. S1=compact, S2=standard, S3=comprehensive. Gated by TAG_PARA_STATE_1/2/3_BOOL.","BLE_WALL_CST_METHOD_TXT, BLE_WALL_EXTERIOR_FINISH_TXT, BLE_WALL_FUNCTION_TXT, BLE_WALL_INTERIOR_FINISH_TXT, BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT, BLE_WALL_PRIMARY_WALL_MAT_TXT, BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR, BLE_WALL_THICKNESS_MM, BLE_WALL_TYPE_CLASSIFICATION_TXT, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, PER_SUST_CARBON_FOOTPRINT_KG, PER_SUST_RECYCLED_CONTENT_PCT, PER_THERM_CONDENSATION_RISK_TXT, PER_THERM_R_VALUE_M2K_W, PER_THERM_U_VALUE_W_M2K_NR, PROP_DENSITY_KG_M3, RGL_STD_TXT, TAG_PARA_STATE_1_BOOL, TAG_PARA_STATE_2_BOOL, TAG_PARA_STATE_3_BOOL, TAG_WARN_VISIBLE_BOOL",text,c0ba10c1-c570-5f35-a932-5364aaccf367,Arch Tag 7 Para Wall Txt [ISO 19650-3:2020],1,False,
